Male,Female,SeniorCitizen,Partner,Dependents,LessOneYear,oneToThreeYears,ThreePlusYears,MultipleLines,DSL,FiberOptic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,CreditCard,BankTransfer,MailedCheck,ElectronicCheck,MonthlyCharges,TotalCharges,Churn
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,55.8,1029.35,0
0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,55.8,669.45,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,55.8,1553.95,1
1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,55.9,3953.15,0
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,55.9,1236.15,1
1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,55.9,1500.5,0
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,55.95,60.15,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,55.95,256.75,0
1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,56,593.45,1
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,56.05,765.45,0
0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,56.1,1259.35,0
0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,56.15,1348.95,0
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,56.15,611.65,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,56.15,74.9,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,56.15,194.2,0
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,56.2,571.45,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,56.25,80.25,1
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,56.25,1149.65,1
0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,56.25,740.8,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,56.25,521.35,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,56.3,1532.45,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,56.3,250.05,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,56.35,2282.55,1
0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,56.4,4300.45,0
1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,56.5,1111.2,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,56.55,143.35,1
1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,56.6,45.85,1
0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,56.65,4847.35,0
1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,56.7,4017.45,0
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,56.7,1398.6,0
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,56.75,2564.3,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,56.75,228.4,1
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,56.8,1529.2,1
0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,56.85,168.6,0
1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,57.15,1888.45,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,57.45,45.3,1
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,57.55,2117.25,0
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,57.65,4730.9,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,57.95,987.95,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,58.35,45.05,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,58.4,75.8,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,58.5,523.15,1
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,58.55,92.75,0
0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,58.6,194.55,0
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,58.6,612.1,0
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,58.7,6127.6,1
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,58.95,303.7,0
1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,58.95,4159.45,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,59,62.8,0
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,59,676.7,1
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,59.05,3242.5,0
1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,59.05,632.95,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59.1,270.95,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,59.15,1614.2,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,59.2,402.5,0
0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,59.2,483.7,1
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,59.25,1345.55,1
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,59.4,1646.45,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,59.45,1281,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,59.45,1553.9,1
0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,59.45,3207.55,1
1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,59.45,5124.55,1
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,59.45,579,0
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,59.45,69.25,1
0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,59.5,1221.55,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,59.5,96.45,1
0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,59.55,1114.55,0
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,59.55,7133.25,1
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,59.55,169.45,1
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,59.6,1258.6,1
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,59.6,857.2,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,59.65,1639.3,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,59.65,633.85,0
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,59.65,5315.1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59.65,735.5,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,59.7,889.9,1
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,59.75,1290,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,59.8,330.05,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,59.8,237.95,1
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,59.8,813.85,1
1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,59.85,4904.85,0
0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,59.85,2033.85,0
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,59.9,79.2,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,59.9,2192.9,0
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,59.9,3970.4,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59.95,129.2,0
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,60,49.95,1
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60,1554,1
0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,60,740.55,0
0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,60.05,3217.55,1
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,60.05,2440.25,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,60.1,319.6,0
0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,60.15,1938.05,0
0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,60.2,442.85,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,60.2,546.45,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60.25,76,1
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,60.25,4039,0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,60.35,170.85,1
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,60.4,2948.6,0
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,60.45,1308.4,1
1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,60.55,3418.2,0
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,60.6,865.75,0
1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,60.6,6373.1,0
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,60.65,5985.75,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,60.85,732.5,1
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,60.85,1504.05,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,60.9,741.4,0
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,60.9,3122.4,0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,60.9,50.45,1
1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,60.9,593.85,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,60.9,1132.75,1
0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,60.95,7227.45,0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,60.95,193.6,1
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,61,1291.35,0
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,61.15,349.65,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,61.15,154.55,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,61.2,2031.95,0
1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,61.3,50.05,0
1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,61.35,332.45,1
1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,61.4,1199.4,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,61.4,2979.2,0
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,61.45,1534.75,1
1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,61.55,424.15,1
1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,61.6,2234.95,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61.65,281,1
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,61.65,547.8,0
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,61.75,74.6,0
1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,61.8,571.15,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,61.9,3475.55,1
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,61.9,2683.2,0
1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,62.05,896.75,1
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,62.05,2407.3,1
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,62.1,4456.65,0
1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,62.15,4346.4,1
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,62.25,1235.55,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,62.45,2082.95,1
0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,62.65,102.75,1
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,62.8,51.25,0
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,62.8,1775.8,1
1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,63.05,795.65,0
0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,63.15,4993.4,0
0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,63.55,4018.55,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,63.6,1146.65,1
1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,63.75,6081.4,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,63.85,1247.75,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,63.95,74.7,1
0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,63.95,2130.55,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,64,1313.55,1
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,64.05,1203.9,0
0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,64.1,1579.7,0
0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,64.1,1970.5,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,64.2,335.4,0
0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,64.2,7002.95,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,64.3,293.15,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,64.35,1093.4,0
1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,64.4,190.05,1
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,64.4,1025.95,1
1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,64.4,475,0
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,64.4,819.55,1
0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,64.4,217.1,0
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,64.4,4896.35,0
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64.45,330.15,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,64.5,1474.9,0
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64.5,2199.05,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,64.6,45.85,1
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,64.65,457.1,0
0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,64.65,3107.3,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,64.7,91.7,1
1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,64.7,832.3,0
0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,64.75,1555.65,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,64.8,74.95,1
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64.9,261.65,0
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,64.95,898.35,1
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,64.95,4509.5,0
0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,64.95,653.15,0
1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,65,1183.05,0
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,639.45,0
0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,127.1,1
1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,65.05,6710.5,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,65.1,415.95,1
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,65.15,950.2,1
0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,65.2,273.25,0
0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,65.2,493.65,0
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,65.25,3384,1
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,65.25,165.4,1
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65.25,120.25,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,65.35,88.8,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,65.45,2755.35,1
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,65.45,994.55,1
1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,65.5,1169.35,1
1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,65.5,1611.65,0
0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,65.55,2293.6,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,65.6,3029.1,1
0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,65.6,655.9,1
1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65.7,1191.2,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,65.75,866.4,0
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,65.8,2627.2,0
1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,65.85,4009.2,0
0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,66.05,1463.45,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66.05,43.8,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,66.1,770.6,1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,66.15,3419.3,0
0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,66.25,3587.25,1
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,66.25,3541.35,1
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,66.25,868.5,1
1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,66.3,4859.1,0
0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,66.3,1439.35,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,66.35,85.8,1
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,66.4,79.1,1
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,66.4,134.5,1
0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,66.4,4921.2,0
1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,66.4,5341.8,1
0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,66.4,7082.45,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,66.4,324.6,1
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,66.6,4812.75,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,66.65,4399.5,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,66.7,663.55,0
0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,66.7,5125.5,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,66.8,548.9,0
1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,66.85,50.15,1
0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,67.25,4594.95,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,67.45,2384.15,1
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,67.45,319.85,0
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,67.45,344.2,0
0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,67.45,1655.35,0
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,67.6,1943.9,0
0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,67.75,1616.15,1
1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,67.8,6669.05,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,67.8,264.8,1
0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,67.95,2200.25,1
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,68.15,99.75,1
0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,68.25,5044.8,0
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,68.25,196.4,0
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,68.35,299.7,1
0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,68.5,417.75,0
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,68.55,3169.55,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,68.6,438.05,0
1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,68.65,318.6,0
0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,68.65,163.7,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,68.65,639.65,1
0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,68.85,273.2,0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,68.85,1608.15,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,68.9,1441.95,0
1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,68.95,2168.15,0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,68.95,59.85,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,68.95,69.6,1
0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,68.95,313.45,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,69,69.9,1
1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,69,1212.1,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,69,183.75,1
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,69,264.85,1
1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,69,5832,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,69.05,1178.4,1
0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,69.05,654.5,0
